,Title,Studio_Abbreviation,Worldwide_Gross,Domestic_Gross,Domestic_Share,Overseas_Gross,Overseas_Share,Year_x,Genre,IMDB_Score,Metascore,Votes,Subgenre1,Subgrene2,Subgrene3,Actors,Awards,Country,Director,Language,Plot,Poster,Production,Rated,Ratings,Released,Runtime,Writer
408,Jack the Giant Slayer,WB (NL),197.7,65.2,33.0,132.5,67.0,2013,"Adventure, Fantasy",6.3,51,121888,Adventure, Fantasy,,"Nicholas Hoult, Eleanor Tomlinson, Ewan McGregor, Stanley Tucci",1 win & 4 nominations.,USA,Bryan Singer,English,"The ancient war between humans and a race of giants is reignited when Jack, a young farmhand fighting for a kingdom and the love of a princess, opens a gateway between the two worlds.",https://m.media-amazon.com/images/M/MV5BMjE1NDMxMjI0OV5BMl5BanBnXkFtZTcwMjQyMDExOQ@@._V1_SX300.jpg,Warner Bros.,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",01 Mar 2013,114 min,"Darren Lemke (screenplay), Christopher McQuarrie (screenplay), Dan Studney (screenplay), Darren Lemke (story), David Dobkin (story)"
409,The Secret Life of Walter Mitty,Fox,188.1,58.2,31.0,129.9,69.0,2013,"Adventure, Comedy, Drama",7.3,54,273300,Adventure, Comedy, Drama,"Ben Stiller, Kristen Wiig, Jon Daly, Kathryn Hahn",5 wins & 18 nominations.,"USA, UK",Ben Stiller,"English, Spanish, Icelandic","When his job along with that of his co-worker are threatened, Walter takes action in the real world embarking on a global journey that turns into an adventure more extraordinary than anything he could have ever imagined.",https://m.media-amazon.com/images/M/MV5BODYwNDYxNDk1Nl5BMl5BanBnXkFtZTgwOTAwMTk2MDE@._V1_SX300.jpg,20th Century Fox,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",25 Dec 2013,114 min,"Steve Conrad (screenplay by), Steve Conrad (screen story by), James Thurber (based on the short story by)"
410,12 Years a Slave,FoxS,187.7,56.7,30.2,131.1,69.8,2013,"Biography, Drama, History",8.1,96,570116,Biography, Drama, History,"Chiwetel Ejiofor, Dwight Henry, Dickie Gravois, Bryan Batt",Won 3 Oscars. Another 235 wins & 326 nominations.,"USA, UK",Steve McQueen,English,"In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery.",https://m.media-amazon.com/images/M/MV5BMjExMTEzODkyN15BMl5BanBnXkFtZTcwNTU4NTc4OQ@@._V1_SX300.jpg,Fox Searchlight,R,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '96/100'}]",08 Nov 2013,134 min,"John Ridley (screenplay by), Solomon Northup (based on ""Twelve Years a Slave"" by)"
411,Identity Thief,Uni.,174.0,134.5,77.3,39.5,22.7,2013,"Adventure, Comedy, Crime",5.7,35,114321,Adventure, Comedy, Crime,"Jason Bateman, Melissa McCarthy, Jon Favreau, Amanda Peet",1 win & 9 nominations.,USA,Seth Gordon,"English, Spanish",Mild mannered businessman Sandy Patterson travels from Denver to Florida to confront the deceptively harmless looking woman who has been living it up after stealing Sandy's identity.,https://m.media-amazon.com/images/M/MV5BMTY3NzM5MTk2Nl5BMl5BanBnXkFtZTcwMDQ4MjQ3OA@@._V1_SX300.jpg,Universal Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",08 Feb 2013,111 min,"Craig Mazin (screenplay), Jerry Eeten (story), Craig Mazin (story)"
412,Anchorman 2: The Legend Continues,Par.,171.5,125.2,73.0,46.3,27.0,2013,Comedy,6.3,61,154589,Comedy,,,"Will Ferrell, Steve Carell, Paul Rudd, David Koechner",1 win & 23 nominations.,USA,Adam McKay,English,"With the 1970s behind him, San Diego's top-rated newsman, Ron Burgundy, returns to take New York City's first twenty-four-hour news channel by storm.",https://m.media-amazon.com/images/M/MV5BMjE5ODk0NjQzNV5BMl5BanBnXkFtZTgwODk4MDA1MDE@._V1_SX300.jpg,Paramount Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",18 Dec 2013,119 min,"Will Ferrell, Adam McKay, Will Ferrell (characters), Adam McKay (characters)"
413,Olympus Has Fallen,FD,170.3,98.9,58.1,71.3,41.9,2013,"Action, Thriller",6.5,41,233243,Action, Thriller,,"Gerard Butler, Aaron Eckhart, Finley Jacobsen, Dylan McDermott",1 win & 5 nominations.,USA,Antoine Fuqua,"English, Korean","Disgraced Secret Service agent (and former presidential guard) Mike Banning finds himself trapped inside the White House in the wake of a terrorist attack; using his inside knowledge, Banning works with national security to rescue the President from his kidnappers.",https://m.media-amazon.com/images/M/MV5BNTU0NmY4MWYtNzRlMS00MDkxLWJkODYtOTM3NGI2ZDc1NTJhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,FilmDistrict,R,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",22 Mar 2013,119 min,"Creighton Rothenberger, Katrin Benedikt"
414,Lone Survivor,Uni.,154.8,125.1,80.8,29.7,19.2,2013,"Action, Biography, Drama",7.5,60,244398,Action, Biography, Drama,"Mark Wahlberg, Taylor Kitsch, Emile Hirsch, Ben Foster",Nominated for 2 Oscars. Another 5 wins & 14 nominations.,USA,Peter Berg,"English, Pushto, Arabic","Marcus Luttrell and his team set out on a mission to capture or kill notorious Taliban leader Ahmad Shah, in late June 2005. Marcus and his team are left to fight for their lives in one of the most valiant efforts of modern warfare.",https://m.media-amazon.com/images/M/MV5BMjA0NTgwOTk5Ml5BMl5BanBnXkFtZTcwMjE3NDc5OQ@@._V1_SX300.jpg,Universal Studios,R,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",10 Jan 2014,121 min,"Peter Berg, Marcus Luttrell (book), Patrick Robinson (book)"
415,47 Ronin,Uni.,151.8,38.4,25.3,113.4,74.7,2013,"Action, Adventure, Drama",6.3,28,134309,Action, Adventure, Drama,"Keanu Reeves, Hiroyuki Sanada, Ko Shibasaki, Tadanobu Asano",5 nominations.,"USA, UK, Japan, Hungary",Carl Rinsch,"English, Japanese",A band of samurai set out to avenge the death and dishonor of their master at the hands of a ruthless shogun.,https://m.media-amazon.com/images/M/MV5BMTc0MjE2NzE0OV5BMl5BanBnXkFtZTgwNTU5MjE1MDE@._V1_SX300.jpg,Universal Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",25 Dec 2013,128 min,"Chris Morgan (screenplay), Hossein Amini (screenplay), Chris Morgan (screen story by), Walter Hamada (screen story by)"
416,Mama,Uni.,146.4,71.6,48.9,74.8,51.1,2013,"Horror, Thriller",6.2,57,157267,Horror, Thriller,,"Jessica Chastain, Nikolaj Coster-Waldau, Megan Charpentier, Isabelle Nélisse",11 wins & 18 nominations.,"Canada, Spain",Andy Muschietti,English,A young couple take in their two nieces only to suspect that a supernatural spirit named Mama has latched itself to their family.,https://m.media-amazon.com/images/M/MV5BMTM5MjIwNDAwMl5BMl5BanBnXkFtZTcwNzQyOTY0OA@@._V1_SX300.jpg,Universal Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",18 Jan 2013,100 min,"Andy Muschietti (story), Barbara Muschietti (story), Neil Cross (screenplay), Andy Muschietti (screenplay), Barbara Muschietti (screenplay)"
417,Escape Plan,LG/S,137.3,25.1,18.3,112.2,81.7,2013,"Action, Crime, Mystery",6.7,49,209763,Action, Crime, Mystery,"Sylvester Stallone, Arnold Schwarzenegger, Jim Caviezel, Faran Tahir",2 nominations.,USA,Mikael Håfström,"English, German, Arabic, Urdu","When a structural-security authority finds himself set up and incarcerated in the world's most secret and secure prison, he has to use his skills to escape with help from the inside.",https://m.media-amazon.com/images/M/MV5BMTk3OTcxMTEyNl5BMl5BanBnXkFtZTcwMDQ4MjQ2OQ@@._V1_SX300.jpg,Summit Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",18 Oct 2013,115 min,"Miles Chapman (screenplay by), Jason Keller (screenplay by), Miles Chapman (story by)"
418,Last Vegas,CBS,134.4,63.9,47.6,70.5,52.4,2013,"Comedy, Drama",6.6,48,120686,Comedy, Drama,,"Michael Douglas, Robert De Niro, Morgan Freeman, Kevin Kline",4 wins & 1 nomination.,USA,Jon Turteltaub,English,Four friends take a break from their day-to-day lives to throw a bachelor party in Las Vegas for their last remaining single pal.,https://m.media-amazon.com/images/M/MV5BMTQ2ODg2MTIyNF5BMl5BanBnXkFtZTgwMzU2NjgwMDE@._V1_SX300.jpg,CBS Films,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",01 Nov 2013,105 min,Dan Fogelman
419,2 Guns,Uni.,131.9,75.6,57.3,56.3,42.7,2013,"Action, Comedy, Crime",6.7,55,180529,Action, Comedy, Crime,"Denzel Washington, Mark Wahlberg, Paula Patton, Edward James Olmos",3 wins.,USA,Baltasar Kormákur,"English, Spanish","Two hardened criminals get into trouble with the US border patrol after meeting with a Mexican drug lord, and then revelations start to unfold.",https://m.media-amazon.com/images/M/MV5BNTQ5MTgzNDg4OF5BMl5BanBnXkFtZTcwMjAyODEzOQ@@._V1_SX300.jpg,Universal Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",02 Aug 2013,109 min,"Blake Masters (screenplay by), Steven Grant (based on the Boom! Studios graphic novels by)"
420,Ender's Game,LG/S,125.5,61.7,49.2,63.8,50.8,2013,"Action, Adventure, Fantasy",6.6,51,209971,Action, Adventure, Fantasy,"Asa Butterfield, Harrison Ford, Hailee Steinfeld, Abigail Breslin",1 win & 6 nominations.,USA,Gavin Hood,English,"Young Ender Wiggin is recruited by the International Military to lead the fight against the Formics, an insectoid alien race who had previously tried to invade Earth and had inflicted heavy losses on humankind.",https://m.media-amazon.com/images/M/MV5BMjAzMzI5OTgzMl5BMl5BanBnXkFtZTgwMTU5MTAwMDE@._V1_SX300.jpg,Summit Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",01 Nov 2013,114 min,"Gavin Hood (screenplay by), Orson Scott Card (based on the book Ender's Game by)"
421,Prisoners,WB,122.1,61.0,50.0,61.1,50.0,2013,"Crime, Drama, Mystery",8.1,74,518591,Crime, Drama, Mystery,"Hugh Jackman, Jake Gyllenhaal, Viola Davis, Maria Bello",Nominated for 1 Oscar. Another 10 wins & 35 nominations.,USA,Denis Villeneuve,English,"When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts.",https://m.media-amazon.com/images/M/MV5BMTg0NTIzMjQ1NV5BMl5BanBnXkFtZTcwNDc3MzM5OQ@@._V1_SX300.jpg,Warner Bros.,R,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",20 Sep 2013,153 min,Aaron Guzikowski
422,Saving Mr. Banks,BV,117.9,83.3,70.7,34.6,29.3,2013,"Biography, Comedy, Drama",7.5,65,138845,Biography, Comedy, Drama,"Emma Thompson, Tom Hanks, Annie Rose Buckley, Colin Farrell",Nominated for 1 Oscar. Another 13 wins & 72 nominations.,"USA, UK, Australia",John Lee Hancock,English,"Author P.L. Travers reflects on her childhood after reluctantly meeting with Walt Disney, who seeks to adapt her Mary Poppins books for the big screen.",https://m.media-amazon.com/images/M/MV5BMTc0MTQ3NzE4Nl5BMl5BanBnXkFtZTcwMzA4NDM5OQ@@._V1_SX300.jpg,Walt Disney Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",20 Dec 2013,125 min,"Kelly Marcel, Sue Smith"
423,Warm Bodies,LG/S,117.0,66.4,56.7,50.6,43.3,2013,"Comedy, Horror, Romance",6.9,60,207346,Comedy, Horror, Romance,"Nicholas Hoult, Teresa Palmer, Analeigh Tipton, Rob Corddry",1 win & 10 nominations.,"USA, Canada",Jonathan Levine,English,"After a highly unusual zombie saves a still-living girl from an attack, the two form a relationship that sets in motion events that might transform the entire lifeless world.","https://m.media-amazon.com/images/M/MV5BMTQ4MjY2MjMzOV5BMl5BanBnXkFtZTcwMDUxNzIwOQ@@._V1._CR43,43.16667175292969,1298,1960.9999542236328_SX89_AL_.jpg_V1_SX300.jpg",Lionsgate Films,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",01 Feb 2013,98 min,"Isaac Marion (based on the novel by), Jonathan Levine (screenplay)"
424,Free Birds,Rela.,110.4,55.8,50.5,54.6,49.5,2013,"Animation, Adventure, Comedy",5.9,38,20763,Animation, Adventure, Comedy,"Owen Wilson, Woody Harrelson, Amy Poehler, George Takei",2 nominations.,USA,Jimmy Hayward,English,"Two turkeys from opposite sides of the tracks must put aside their differences and team up to travel back in time to change the course of history, and get Turkeys off the Thanksgiving menu for good.",https://m.media-amazon.com/images/M/MV5BNjE0NjIwMzAwOF5BMl5BanBnXkFtZTgwOTIyMzMzMDE@._V1_SX300.jpg,Relativity Media,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",01 Nov 2013,91 min,"Scott Mosier (screenplay), Jimmy Hayward (screenplay), David I. Stern (story), John J. Strauss (story), Russell Leigh Sharman"
425,Gangster Squad,WB,105.2,46.0,43.7,59.2,56.3,2013,"Action, Crime, Drama",6.7,40,194190,Action, Crime, Drama,"Sean Penn, Holt McCallany, Wade Williams, James Landry Hébert",5 nominations.,USA,Ruben Fleischer,English,"It's 1949 Los Angeles, the city is run by gangsters and a malicious mobster, Mickey Cohen. Determined to end the corruption, John O'Mara assembles a team of cops, ready to take down the ruthless leader and restore peace to the city.",https://m.media-amazon.com/images/M/MV5BMTcwMjAyMTUzMl5BMl5BanBnXkFtZTcwODgxNzk1OA@@._V1_SX300.jpg,Warner Bros.,R,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",11 Jan 2013,113 min,"Will Beall, Paul Lieberman (book)"
426,Philomena,Wein.,100.1,37.7,37.7,62.4,62.3,2013,"Biography, Comedy, Drama",7.6,77,88134,Biography, Comedy, Drama,"Judi Dench, Steve Coogan, Sophie Kennedy Clark, Mare Winningham",Nominated for 4 Oscars. Another 32 wins & 76 nominations.,"UK, USA, France",Stephen Frears,English,"A world-weary political journalist picks up the story of a woman's search for her son, who was taken away from her decades ago after she became pregnant and was forced to live in a convent.",https://m.media-amazon.com/images/M/MV5BMjA5ODgyNzcxMV5BMl5BanBnXkFtZTgwMzkzOTYzMDE@._V1_SX300.jpg,The Weinstein Company,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",27 Nov 2013,98 min,"Steve Coogan (screenplay), Jeff Pope (screenplay), Martin Sixsmith (book)"
427,Instructions Not Included,LGF,99.1,44.5,44.9,54.6,55.1,2013,"Comedy, Drama",7.6,55,26566,Comedy, Drama,,"Andrés Vázquez, Hugo Stiglitz, Eugenio Derbez, Leia Freitas",5 wins & 2 nominations.,Mexico,Eugenio Derbez,"Spanish, English",A man who has made a new life for himself and the daughter left on his doorstep 6 years ago finds his family threatened when the birth mother resurfaces.,https://m.media-amazon.com/images/M/MV5BMTUyNjI3ODI0N15BMl5BanBnXkFtZTcwMTQ1NTY5OQ@@._V1_SX300.jpg,Lionsgate Films,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",06 Sep 2013,122 min,"Guillermo Ríos, Leticia López Margalli, Eugenio Derbez, Guillermo Ríos (story), Leticia López Margalli (story), Oscar Orlando Torres (story advisor), Gustavo Rodríguez (story advisor), David Hernández Miranda (story advisor)"
428,Riddick,Uni.,98.3,42.0,42.7,56.3,57.3,2013,"Action, Adventure, Crime",6.4,49,143657,Action, Adventure, Crime,"Vin Diesel, Jordi Mollà, Matt Nable, Katee Sackhoff",2 nominations.,"Canada, USA",David Twohy,English,"Left for dead on a sun-scorched planet, Riddick finds himself up against an alien race of predators. Activating an emergency beacon alerts two ships: one carrying a new breed of mercenary, the other captained by a man from Riddick's past.",https://m.media-amazon.com/images/M/MV5BMTk5NzYwMzQ4MV5BMl5BanBnXkFtZTcwMjE5MTI1OQ@@._V1_SX300.jpg,Universal Classics,R,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",06 Sep 2013,119 min,"David Twohy, Jim Wheat (based on characters created by), Ken Wheat (based on characters created by)"
429,Safe Haven,Rela.,97.6,71.3,73.1,26.2,26.9,2013,"Drama, Romance, Thriller",6.7,34,95953,Drama, Romance, Thriller,"Julianne Hough, Irene Ziegler, Jon Kohler, Tim Parati",3 wins & 7 nominations.,USA,Lasse Hallström,"English, Portuguese","A young woman with a mysterious past lands in Southport, North Carolina where her bond with a widower forces her to confront the dark secret that haunts her.",https://m.media-amazon.com/images/M/MV5BMTg4MzcxODA3OV5BMl5BanBnXkFtZTcwMTYzNDkwOQ@@._V1_SX300.jpg,Relativity Media,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",14 Feb 2013,115 min,"Dana Stevens (screenplay), Gage Lansky (screenplay), Nicholas Sparks (based upon the novel by)"
430,Blue Jasmine,SPC,97.5,33.4,34.3,64.1,65.7,2013,Drama,7.3,78,178018,Drama,,,"Cate Blanchett, Joy Carlin, Richard Conti, Glen Caspillo",Won 1 Oscar. Another 54 wins & 75 nominations.,USA,Woody Allen,English,"A New York socialite, deeply troubled and in denial, arrives in San Francisco to impose upon her sister. She looks a million, but isn't bringing money, peace, or love...",https://m.media-amazon.com/images/M/MV5BMTc0ODk5MzEyMV5BMl5BanBnXkFtZTcwMzI0MDY1OQ@@._V1_SX300.jpg,Sony Pictures Classics,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",23 Aug 2013,98 min,Woody Allen
431,The Mortal Instruments: City of Bones,SGem,95.4,31.2,32.7,64.2,67.3,2013,"Action, Fantasy, Horror",5.9,33,120939,Action, Fantasy, Horror,"Lily Collins, Jamie Campbell Bower, Kevin Zegers, Jemima West",6 wins & 11 nominations.,"USA, Germany, Canada, UK",Harald Zwart,English,"When her mother disappears, Clary Fray learns that she descends from a line of warriors who protect our world from demons. She joins forces with others like her and heads into a dangerous alternate New York called the Shadow World.",https://m.media-amazon.com/images/M/MV5BMTc5NzAyOTQyNF5BMl5BanBnXkFtZTcwNzQ1MDc4OQ@@._V1_SX300.jpg,Sony Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",21 Aug 2013,130 min,"Jessica Postigo (screenplay by), Cassandra Clare (based on the novel by)"
432,The Internship,Fox,93.5,44.7,47.8,48.8,52.2,2013,Comedy,6.3,42,178710,Comedy,,,"Vince Vaughn, Owen Wilson, Rose Byrne, Aasif Mandvi",2 nominations.,USA,Shawn Levy,"English, Tagalog, Cantonese, Mandarin, Spanish","Two salesmen whose careers have been torpedoed by the digital age find their way into a coveted internship at Google, where they must compete with a group of young, tech-savvy geniuses for a shot at employment.",https://m.media-amazon.com/images/M/MV5BMjM1MzczMDgwOV5BMl5BanBnXkFtZTcwMDM4NjM2OQ@@._V1_SX300.jpg,20th Century Fox,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",07 Jun 2013,119 min,"Vince Vaughn (screenplay), Jared Stern (screenplay), Vince Vaughn (story)"
433,The Purge,Uni.,89.3,64.5,72.2,24.9,27.8,2013,"Horror, Thriller",5.7,41,180799,Horror, Thriller,,"Ethan Hawke, Lena Headey, Max Burkholder, Adelaide Kane",1 win & 6 nominations.,"USA, France",James DeMonaco,English,"A wealthy family are held hostage for harboring the target of a murderous syndicate during the Purge, a 12-hour period in which any and all crime is legal.",https://m.media-amazon.com/images/M/MV5BMTQzNTcwODEyM15BMl5BanBnXkFtZTcwMjM1MDI0OQ@@._V1_SX300.jpg,Universal Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",07 Jun 2013,85 min,James DeMonaco
434,Pain & Gain,Par.,86.2,49.9,57.9,36.3,42.1,2013,"Action, Comedy, Crime",6.4,45,186306,Action, Comedy, Crime,"Mark Wahlberg, Dwayne Johnson, Anthony Mackie, Tony Shalhoub",4 nominations.,USA,Michael Bay,English,A trio of bodybuilders in Florida get caught up in an extortion ring and a kidnapping scheme that goes terribly wrong.,https://m.media-amazon.com/images/M/MV5BMTU0NDE5NTU0OV5BMl5BanBnXkFtZTcwMzI1OTMzOQ@@._V1_SX300.jpg,Paramount Studios,R,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",26 Apr 2013,129 min,"Christopher Markus (screenplay), Stephen McFeely (screenplay), Pete Collins (based on the magazine articles by)"
435,Scary Movie 5,W/Dim.,78.4,32.0,40.8,46.4,59.2,2013,Comedy,3.5,11,59394,Comedy,,,"Ashley Tisdale, Simon Rex, Gracie Whitton, Ava Kolker",5 nominations.,USA,"Malcolm D. Lee, David Zucker","English, Spanish, Latin","A couple begin to experience some unusual activity after bringing their lost nieces and nephew home. With the help of home-surveillance cameras, they learn they're being stalked by a nefarious demon.",https://m.media-amazon.com/images/M/MV5BMTc5OTIxMjQ4NF5BMl5BanBnXkFtZTcwOTAyNDcyOQ@@._V1_SX300.jpg,The Weinstein Company,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '3.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '4%'}, {'Source': 'Metacritic', 'Value': '11/100'}]",12 Apr 2013,86 min,"David Zucker, Pat Proft, Shawn Wayans (based on characters created by), Marlon Wayans (based on characters created by), Buddy Johnson (based on characters created by), Phil Beauman (based on characters created by), Jason Friedberg (based on characters created by), Aaron Seltzer (based on characters created by)"
436,R.I.P.D.,Uni.,78.3,33.6,42.9,44.7,57.1,2013,"Action, Adventure, Comedy",5.6,25,108100,Action, Adventure, Comedy,"Jeff Bridges, Ryan Reynolds, Kevin Bacon, Mary-Louise Parker",,USA,Robert Schwentke,English,A recently slain cop joins a team of undead police officers working for the Rest in Peace Department and tries to find the man who murdered him.,https://m.media-amazon.com/images/M/MV5BMTM5OTYxNzE5N15BMl5BanBnXkFtZTcwMDU1MTQ4OQ@@._V1_SX300.jpg,Universal Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '25/100'}]",19 Jul 2013,96 min,"Phil Hay (screenplay by), Matt Manfredi (screenplay by), David Dobkin (story by), Phil Hay (story by), Matt Manfredi (story by), Peter M. Lenkov (comic book created by), Lucas Marangon (comic book)"
437,August: Osage County,Wein.,74.2,37.7,50.9,36.5,49.1,2013,Drama,7.2,58,78869,Drama,,,"Meryl Streep, Julia Roberts, Chris Cooper, Ewan McGregor",Nominated for 2 Oscars. Another 15 wins & 62 nominations.,USA,John Wells,English,"A look at the lives of the strong-willed women of the Weston family, whose paths have diverged until a family crisis brings them back to the Oklahoma house they grew up in, and to the dysfunctional woman who raised them.",https://m.media-amazon.com/images/M/MV5BNzQ5ODE4NTcxNV5BMl5BanBnXkFtZTgwNjkyNDQ0MDE@._V1_SX300.jpg,The Weinstein Company,R,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",10 Jan 2014,121 min,"Tracy Letts (screenplay), Tracy Letts (play)"
438,The Best Man Holiday,Uni.,72.8,70.5,96.8,2.3,3.2,2013,"Comedy, Drama",6.7,59,13893,Comedy, Drama,,"Monica Calhoun, Morris Chestnut, Melissa De Sousa, Taye Diggs",3 wins & 15 nominations.,USA,Malcolm D. Lee,English,"When college friends reunite after 15 years over the Christmas holidays, they discover just how easy it is for long-forgotten rivalries and romances to be reignited.",https://m.media-amazon.com/images/M/MV5BMjU0MTI1MDg5Ml5BMl5BanBnXkFtZTgwNzc2MTMzMDE@._V1_SX300.jpg,Universal Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",15 Nov 2013,123 min,"Malcolm D. Lee, Malcolm D. Lee (characters)"
439,The Call,TriS,68.6,51.9,75.6,16.7,24.4,2013,"Crime, Drama, Horror",6.7,51,102803,Crime, Drama, Horror,"Halle Berry, Abigail Breslin, Morris Chestnut, Michael Eklund",1 win & 11 nominations.,USA,Brad Anderson,English,"When a veteran 911 operator takes a life-altering call from a teenage girl who has just been abducted, she realizes that she must confront a killer from her past in order to save the girl's life.",https://m.media-amazon.com/images/M/MV5BMjExNDkzNjAwOV5BMl5BanBnXkFtZTcwMDMzMzQwOQ@@._V1_SX300.jpg,Sony Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",15 Mar 2013,94 min,"Richard D'Ovidio (screenplay), Richard D'Ovidio (story), Nicole D'Ovidio (story), Jon Bokenkamp (story)"
